#IID	ALLELE_CT	NAMED_ALLELE_DOSAGE_SUM	Beta_AVG	Beta_SUM	sample	pop	super_pop	gender	PRS_Z
HG01798	7300	3198	-0.00843992	-61.6114	HG01798	CDX	EAS	female	1.3570809311570406
HG01799	7300	3204	-0.00840378	-61.3476	HG01799	CDX	EAS	female	1.5413812704275585
HG01800	7300	3239	-0.00819532	-59.8258	HG01800	CDX	EAS	female	2.6045664724816535
HG01801	7300	3241	-0.00827414	-60.4012	HG01801	CDX	EAS	female	2.2025709637013087
HG01802	7300	3216	-0.008315	-60.6995	HG01802	CDX	EAS	female	1.9941676611827555
HG01804	7300	3219	-0.00820193	-59.8741	HG01804	CDX	EAS	female	2.5708223239344
HG01805	7300	3252	-0.00813401	-59.3783	HG01805	CDX	EAS	female	2.9172063580902785
HG01806	7300	3217	-0.0083516	-60.9667	HG01806	CDX	EAS	female	1.8074919574182287
HG01807	7300	3255	-0.00842462	-61.4997	HG01807	CDX	EAS	female	1.4351186411514216
HG01808	7300	3254	-0.00813555	-59.3895	HG01808	CDX	EAS	female	2.9093816279923677
HG01809	7300	3237	-0.0077301	-56.4297	HG01809	CDX	EAS	female	4.97720628368938
HG01810	7300	3253	-0.00823486	-60.1145	HG01810	CDX	EAS	male	2.4028700814755974
HG01811	7300	3232	-0.00826216	-60.3138	HG01811	CDX	EAS	male	2.2636318039296768
HG01812	7300	3238	-0.00837082	-61.107	HG01812	CDX	EAS	female	1.7094732402095376
HG01813	7300	3227	-0.00806959	-58.908	HG01813	CDX	EAS	female	3.245775158541089
HG01815	7300	3251	-0.00842171	-61.4785	HG01815	CDX	EAS	female	1.449929737408188
HG01816	7300	3312	-0.00864033	-63.0744	HG01816	CDX	EAS	male	0.3349755621169991
HG01817	7300	3225	-0.00847033	-61.8334	HG01817	CDX	EAS	female	1.2019836024305306
HG01840	7300	3218	-0.00808448	-59.0167	HG01840	KHV	EAS	male	3.169833358394368
HG01841	7300	3266	-0.00837971	-61.1719	HG01841	KHV	EAS	female	1.6641317238385873
HG01842	7300	3239	-0.00839997	-61.3198	HG01842	KHV	EAS	male	1.5608033683491664
HG01843	7300	3224	-0.00842541	-61.5055	HG01843	KHV	EAS	female	1.431066548779287
HG01844	7300	3233	-0.00816075	-59.5735	HG01844	KHV	EAS	male	2.780832490669488
HG01845	7300	3244	-0.00808516	-59.0217	HG01845	KHV	EAS	female	3.1663401753149403
HG01846	7300	3259	-0.00843684	-61.5889	HG01846	KHV	EAS	male	1.3728002550144582
HG01847	7300	3281	-0.00838078	-61.1797	HG01847	KHV	EAS	female	1.6586823582346855
HG01848	7300	3236	-0.00848156	-61.9154	HG01848	KHV	EAS	female	1.1446953999279437
HG01849	7300	3220	-0.00844508	-61.6491	HG01849	KHV	EAS	male	1.330742330738173
HG01850	7300	3238	-0.0082144	-59.9651	HG01850	KHV	EAS	female	2.507246391888846
HG01851	7300	3266	-0.00837258	-61.1198	HG01851	KHV	EAS	female	1.7005306915262082
HG01852	7300	3233	-0.00819859	-59.8497	HG01852	KHV	EAS	male	2.5878690573619987
HG01853	7300	3273	-0.00832399	-60.7651	HG01853	KHV	EAS	female	1.948337099180689
HG01855	7300	3212	-0.00836147	-61.0387	HG01855	KHV	EAS	female	1.7571901210744973
HG01857	7300	3198	-0.00823744	-60.1333	HG01857	KHV	EAS	female	2.3897357130969565
HG01858	7300	3238	-0.00743037	-54.2417	HG01858	KHV	EAS	female	6.5058231992461915
HG01859	7300	3286	-0.00812879	-59.3402	HG01859	KHV	EAS	female	2.9438244131555047
HG01860	7300	3256	-0.00837645	-61.1481	HG01860	KHV	EAS	male	1.680759275296656
HG01861	7300	3187	-0.00824744	-60.2063	HG01861	KHV	EAS	male	2.3387352401373365
HG01862	7300	3192	-0.007844	-57.2612	HG01862	KHV	EAS	female	4.396289937580833
HG01863	7300	3284	-0.00830575	-60.632	HG01863	KHV	EAS	female	2.041325632755008
HG01864	7300	3208	-0.00832501	-60.7726	HG01864	KHV	EAS	male	1.9430973245615497
HG01865	7300	3211	-0.00815929	-59.5628	HG01865	KHV	EAS	male	2.7883079024594593
HG01866	7300	3246	-0.00795111	-58.0431	HG01866	KHV	EAS	male	3.850025967620196
HG01867	7300	3211	-0.00838799	-61.2323	HG01867	KHV	EAS	male	1.6219340722391202
HG01868	7300	3249	-0.00821534	-59.972	HG01868	KHV	EAS	female	2.502425799239237
HG01869	7300	3339	-0.00847622	-61.8764	HG01869	KHV	EAS	female	1.1719422279474676
HG01870	7300	3184	-0.00852379	-62.2237	HG01870	KHV	EAS	female	0.9293057312505351
HG01871	7300	3258	-0.00831356	-60.689	HG01871	KHV	EAS	female	2.0015033456495503
HG01872	7300	3204	-0.00833726	-60.862	HG01872	KHV	EAS	male	1.8806392111014096
HG01873	7300	3250	-0.00832625	-60.7816	HG01873	KHV	EAS	male	1.9368095950185829
HG01874	7300	3231	-0.00820386	-59.8882	HG01874	KHV	EAS	female	2.560971547650419
HG01878	7300	3202	-0.00826549	-60.3381	HG01878	KHV	EAS	female	2.2466549341636686
HG01879	7300	3107	-0.00671699	-49.034	HG01879	ACB	AFR	male	10.144113103791543
HG01880	7300	3095	-0.00818649	-59.7614	HG01880	ACB	AFR	female	2.6495586705446597
HG01882	7300	3089	-0.00596666	-43.5566	HG01882	ACB	AFR	male	13.970825303641128
HG01883	7300	3071	-0.00731955	-53.4327	HG01883	ACB	AFR	female	7.071020221497321
HG01885	7300	3059	-0.0069437	-50.689	HG01885	ACB	AFR	male	8.987869504501539
HG01886	7300	3061	-0.00758864	-55.3971	HG01886	ACB	AFR	female	5.698618453252433
HG01889	7300	3099	-0.00624032	-45.5543	HG01889	ACB	AFR	female	12.57515893608727
HG01890	7300	3080	-0.00710126	-51.8392	HG01890	ACB	AFR	male	8.184297668910384
HG01892	7300	3225	-0.00833774	-60.8655	HG01892	PEL	AMR	male	1.8781939829458147
HG01893	7300	3300	-0.00775775	-56.6316	HG01893	PEL	AMR	female	4.836151550942157
HG01894	7300	3095	-0.00729316	-53.2401	HG01894	ACB	AFR	female	7.20557763371681
HG01896	7300	3086	-0.00613749	-44.8037	HG01896	ACB	AFR	female	13.0995555799707
HG01912	7300	3103	-0.00677396	-49.4499	HG01912	ACB	AFR	male	9.85355013524489
HG01914	7300	3097	-0.00761637	-55.5995	HG01914	ACB	AFR	male	5.55721440219727
HG01915	7300	3103	-0.00692003	-50.5162	HG01915	ACB	AFR	female	9.108593911726503
HG01917	7300	3280	-0.00857333	-62.5853	HG01917	PEL	AMR	male	0.6766787309464501
HG01918	7300	3276	-0.00822459	-60.0395	HG01918	PEL	AMR	female	2.4552678276669893
HG01920	7300	3245	-0.00830421	-60.6207	HG01920	PEL	AMR	male	2.04922022651451
HG01921	7300	3261	-0.0084454	-61.6514	HG01921	PEL	AMR	female	1.3291354665216333
HG01923	7300	3301	-0.00847793	-61.8889	HG01923	PEL	AMR	male	1.1632092702489005
HG01924	7300	3218	-0.00650099	-47.4572	HG01924	PEL	AMR	female	11.245723319719325
HG01926	7300	3283	-0.00830164	-60.602	HG01926	PEL	AMR	male	2.062284731231565
HG01927	7300	3305	-0.00860978	-62.8514	HG01927	PEL	AMR	female	0.49077152745939767
HG01932	7300	3262	-0.00855818	-62.4747	HG01932	PEL	AMR	male	0.7539479406633518
HG01933	7300	3233	-0.00846751	-61.8128	HG01933	PEL	AMR	female	1.216375516717762
HG01935	7300	3224	-0.00830488	-60.6256	HG01935	PEL	AMR	male	2.045796907096673
HG01936	7300	3256	-0.00815982	-59.5667	HG01936	PEL	AMR	female	2.7855832196575108
HG01938	7300	3273	-0.00833296	-60.8306	HG01938	PEL	AMR	male	1.9025764008402084
HG01939	7300	3251	-0.00838048	-61.1775	HG01939	PEL	AMR	female	1.6602193587896295
HG01941	7300	3238	-0.00852416	-62.2264	HG01941	PEL	AMR	male	0.9274194123876469
HG01942	7300	3269	-0.00836181	-61.0412	HG01942	PEL	AMR	female	1.755443529534781
HG01944	7300	3189	-0.00845479	-61.72	HG01944	PEL	AMR	male	1.2812089946719112
HG01945	7300	3245	-0.00834203	-60.8968	HG01945	PEL	AMR	female	1.8563266568686068
HG01947	7300	3304	-0.008224	-60.0352	HG01947	PEL	AMR	male	2.458271965115291
HG01948	7300	3195	-0.00851675	-62.1723	HG01948	PEL	AMR	female	0.965215653307035
HG01950	7300	3255	-0.0082476	-60.2075	HG01950	PEL	AMR	male	2.3378968761982715
HG01951	7300	3223	-0.00844541	-61.6515	HG01951	PEL	AMR	female	1.3290656028600474
HG01953	7300	3269	-0.00827916	-60.4379	HG01953	PEL	AMR	male	2.1769309998983246
HG01954	7300	3254	-0.0086354	-63.0384	HG01954	PEL	AMR	female	0.36012648028886224
HG01956	7300	3107	-0.00674284	-49.2227	HG01956	ACB	AFR	female	10.012280374374004
HG01958	7300	3096	-0.00758556	-55.3746	HG01958	ACB	AFR	female	5.714337777109851
HG01961	7300	3290	-0.00845967	-61.7556	HG01961	PEL	AMR	male	1.2563375311463965
HG01965	7300	3240	-0.00869123	-63.446	HG01965	PEL	AMR	female	0.0753621956540586
HG01967	7300	3225	-0.00836836	-61.089	HG01967	PEL	AMR	male	1.7220486992954718
HG01968	7300	3224	-0.00860992	-62.8524	HG01968	PEL	AMR	female	0.49007289084350913
HG01970	7300	3275	-0.00833897	-60.8745	HG01970	PEL	AMR	male	1.8719062534028477
HG01971	7300	3205	-0.00854247	-62.36	HG01971	PEL	AMR	female	0.8340815605053835
HG01973	7300	3226	-0.00834066	-60.8868	HG01973	PEL	AMR	female	1.8633130230274575
HG01974	7300	3222	-0.00837333	-61.1253	HG01974	PEL	AMR	male	1.6966881901388362
HG01976	7300	3222	-0.00830055	-60.594	HG01976	PEL	AMR	female	2.0678738241586436
HG01977	7300	3255	-0.00832114	-60.7443	HG01977	PEL	AMR	male	1.962868740791097
HG01979	7300	3268	-0.00843745	-61.5934	HG01979	PEL	AMR	male	1.3696563902429748
HG01980	7300	3272	-0.00866384	-63.246	HG01980	PEL	AMR	female	0.2150895188310954
HG01982	7300	3204	-0.00834134	-60.8918	HG01982	PEL	AMR	male	1.8598198399480297
HG01985	7300	3067	-0.00711849	-51.965	HG01985	ACB	AFR	female	8.096409182632023
HG01986	7300	3043	-0.00648545	-47.3438	HG01986	ACB	AFR	male	11.324948711960705
HG01988	7300	3138	-0.00754582	-55.0845	HG01988	ACB	AFR	male	5.917012259378148
HG01989	7300	3090	-0.00721926	-52.7006	HG01989	ACB	AFR	female	7.582492087986871
HG01990	7300	3072	-0.00746738	-54.5119	HG01990	ACB	AFR	male	6.317051585634014
HG01991	7300	3236	-0.00845658	-61.733	HG01991	PEL	AMR	male	1.2721267186654048
HG01992	7300	3201	-0.0083779	-61.1587	HG01992	PEL	AMR	female	1.6733537271682704
HG01997	7300	3261	-0.00799421	-58.3577	HG01997	PEL	AMR	female	3.6302348882627133
HG02002	7300	3212	-0.00832705	-60.7875	HG02002	PEL	AMR	male	1.9326876389848573
HG02003	7300	3234	-0.00854642	-62.3889	HG02003	PEL	AMR	female	0.8138909623063012
HG02006	7300	3253	-0.00831888	-60.7278	HG02006	PEL	AMR	female	1.9743962449532033
HG02008	7300	3215	-0.00839427	-61.2782	HG02008	PEL	AMR	male	1.5898666515699924
HG02009	7300	3057	-0.00724918	-52.919	HG02009	ACB	AFR	male	7.429909851077547
HG02010	7300	3143	-0.00714566	-52.1633	HG02010	ACB	AFR	female	7.9578695417019905
HG02012	7300	3070	-0.00647858	-47.2936	HG02012	ACB	AFR	female	11.360020270078145
HG02013	7300	3075	-0.00695451	-50.7679	HG02013	ACB	AFR	male	8.932747075508198
HG02014	7300	3054	-0.00739004	-53.9473	HG02014	ACB	AFR	male	6.711501818962796
HG02016	7300	3280	-0.00818296	-59.7356	HG02016	KHV	EAS	female	2.6675834952345
HG02017	7300	3274	-0.00829747	-60.5715	HG02017	KHV	EAS	male	2.0835931480160608
HG02019	7300	3301	-0.00795823	-58.0951	HG02019	KHV	EAS	female	3.813696863594166
HG02020	7300	3276	-0.00819295	-59.8085	HG02020	KHV	EAS	male	2.616652885936466
HG02023	7300	3213	-0.00796523	-58.1462	HG02023	KHV	EAS	male	3.7779965325224336
HG02025	7300	3233	-0.00828758	-60.4993	HG02025	KHV	EAS	female	2.134034711682974
HG02026	7300	3271	-0.00813545	-59.3888	HG02026	KHV	EAS	male	2.9098706736234834
HG02028	7300	3254	-0.00826927	-60.3657	HG02028	KHV	EAS	female	2.2273725635652375
HG02029	7300	3233	-0.00820538	-59.8993	HG02029	KHV	EAS	male	2.5532166812140944
HG02031	7300	3231	-0.00845362	-61.7114	HG02031	KHV	EAS	female	1.2872172695685247
HG02032	7300	3295	-0.00797801	-58.2395	HG02032	KHV	EAS	male	3.7128137362603453
HG02035	7300	3190	-0.00854755	-62.3971	HG02035	KHV	EAS	male	0.808162142056041
HG02040	7300	3246	-0.00807263	-58.9302	HG02040	KHV	EAS	male	3.2302654256684384
HG02047	7300	3301	-0.00810358	-59.1561	HG02047	KHV	EAS	male	3.07244341413997
HG02048	7300	3238	-0.00853948	-62.3382	HG02048	KHV	EAS	female	0.8493118387316801
HG02049	7300	3245	-0.0085213	-62.2055	HG02049	KHV	EAS	female	0.9420209176596459
HG02050	7300	3267	-0.00815342	-59.52	HG02050	KHV	EAS	male	2.8182095496193456
HG02051	7300	3074	-0.00752242	-54.9137	HG02051	ACB	AFR	male	6.03633939337134
HG02052	7300	3069	-0.00530562	-38.731	HG02052	ACB	AFR	female	17.342166157256745
HG02053	7300	3107	-0.00727588	-53.1139	HG02053	ACB	AFR	male	7.29374557464152
HG02054	7300	3083	-0.00748727	-54.6571	HG02054	ACB	AFR	female	6.215609549007481
HG02057	7300	3252	-0.00835858	-61.0176	HG02057	KHV	EAS	female	1.7719313536696728
HG02058	7300	3255	-0.00835929	-61.0228	HG02058	KHV	EAS	male	1.7682984432670734
HG02060	7300	3251	-0.00811171	-59.2155	HG02060	KHV	EAS	female	3.030944399156392
HG02061	7300	3206	-0.00819101	-59.7944	HG02061	KHV	EAS	male	2.626503662220447
HG02064	7300	3283	-0.008352	-60.9696	HG02064	KHV	EAS	male	1.8054659112321636
HG02067	7300	3246	-0.00855473	-62.4495	HG02067	KHV	EAS	male	0.7715535833836575
HG02069	7300	3250	-0.00851725	-62.1759	HG02069	KHV	EAS	female	0.9627005614898492
HG02070	7300	3224	-0.00825736	-60.2787	HG02070	KHV	EAS	male	2.288153949147247
HG02072	7300	3245	-0.00841208	-61.4082	HG02072	KHV	EAS	female	1.499043891504915
HG02073	7300	3235	-0.00830452	-60.623	HG02073	KHV	EAS	male	2.0476133622979753
HG02075	7300	3237	-0.00810149	-59.1409	HG02075	KHV	EAS	female	3.0830626907014254
HG02076	7300	3227	-0.00817336	-59.6655	HG02076	KHV	EAS	male	2.7165579220080502
HG02078	7300	3253	-0.00844045	-61.6153	HG02078	KHV	EAS	female	1.3543562483550922
HG02079	7300	3276	-0.00850089	-62.0565	HG02079	KHV	EAS	male	1.0461177734265412
HG02081	7300	3230	-0.00858671	-62.683	HG02081	KHV	EAS	female	0.6084219335744641
HG02082	7300	3216	-0.00820322	-59.8835	HG02082	KHV	EAS	male	2.5642551397450792
HG02084	7300	3215	-0.00802977	-58.6173	HG02084	KHV	EAS	female	3.4488688227789166
HG02085	7300	3227	-0.00840403	-61.3494	HG02085	KHV	EAS	male	1.5401237245189632
HG02086	7300	3272	-0.00839926	-61.3146	HG02086	KHV	EAS	female	1.564436278751771
HG02087	7300	3215	-0.00811134	-59.2128	HG02087	KHV	EAS	female	3.0328307180192797
HG02088	7300	3195	-0.00833492	-60.8449	HG02088	KHV	EAS	male	1.892585897233046
HG02089	7300	3262	-0.00869452	-63.47	HG02089	PEL	AMR	female	0.0585949168728132
HG02090	7300	3177	-0.00766211	-55.9334	HG02090	PEL	AMR	male	5.323939636153202
HG02095	7300	3125	-0.00707738	-51.6649	HG02095	ACB	AFR	female	8.306070031059171
HG02102	7300	3286	-0.00802755	-58.6011	HG02102	PEL	AMR	female	3.4601867359562553
HG02104	7300	3280	-0.00839538	-61.2863	HG02104	PEL	AMR	male	1.584207694981323
HG02105	7300	3249	-0.00833516	-60.8467	HG02105	PEL	AMR	female	1.8913283513244556
HG02107	7300	3034	-0.0059113	-43.1525	HG02107	ACB	AFR	male	14.253144360120338
HG02108	7300	3124	-0.00647507	-47.268	HG02108	ACB	AFR	female	11.377905367444804
HG02111	7300	3058	-0.00748674	-54.6532	HG02111	ACB	AFR	female	6.218334231809434
HG02113	7300	3174	-0.00829097	-60.5241	HG02113	KHV	EAS	female	2.1167085236090215
HG02116	7300	3147	-0.00844564	-61.6532	HG02116	KHV	EAS	male	1.3278779206130429
HG02121	7300	3190	-0.00812195	-59.2902	HG02121	KHV	EAS	female	2.9787562439497672
HG02122	7300	3213	-0.0083854	-61.2134	HG02122	KHV	EAS	male	1.6351383042793521
HG02127	7300	3206	-0.00819519	-59.8249	HG02127	KHV	EAS	female	2.605195245435951
HG02128	7300	3263	-0.00839022	-61.2486	HG02128	KHV	EAS	male	1.6105462954001908
HG02130	7300	3272	-0.0083771	-61.1528	HG02130	KHV	EAS	female	1.6774756832019957
HG02131	7300	3219	-0.00818266	-59.7334	HG02131	KHV	EAS	male	2.669120495789444
HG02133	7300	3221	-0.00838033	-61.1764	HG02133	KHV	EAS	female	1.6609878590671037
HG02134	7300	3296	-0.00824134	-60.1618	HG02134	KHV	EAS	male	2.3698245695442277
HG02136	7300	3187	-0.00844541	-61.6515	HG02136	KHV	EAS	female	1.3290656028600474
HG02137	7300	3234	-0.00869238	-63.4544	HG02137	KHV	EAS	male	0.06949364808062172
HG02138	7300	3192	-0.00790067	-57.6749	HG02138	KHV	EAS	male	4.107263969589128
HG02139	7300	3260	-0.00818063	-59.7186	HG02139	KHV	EAS	female	2.679460317704546
HG02140	7300	3223	-0.00835471	-60.9894	HG02140	KHV	EAS	female	1.7916329062376342
HG02141	7300	3239	-0.00818158	-59.7255	HG02141	KHV	EAS	male	2.674639725054942
HG02142	7300	3218	-0.0082291	-60.0724	HG02142	KHV	EAS	female	2.4322826830043627
HG02143	7300	3148	-0.00698925	-51.0215	HG02143	ACB	AFR	male	8.755572829719707
HG02144	7300	3078	-0.00662686	-48.3761	HG02144	ACB	AFR	female	10.603746133382414
HG02146	7300	3224	-0.00836715	-61.0802	HG02146	PEL	AMR	male	1.7281967015152622
HG02147	7300	3240	-0.00844237	-61.6293	HG02147	PEL	AMR	female	1.3445753357326975
HG02150	7300	3258	-0.00827153	-60.3822	HG02150	PEL	AMR	male	2.215845059403131
HG02151	7300	3220	-0.00814466	-59.456	HG02151	CDX	EAS	female	2.8629222930359983
HG02152	7300	3251	-0.00842688	-61.5162	HG02152	CDX	EAS	female	1.4235911369893155
HG02153	7300	3208	-0.00836468	-61.0622	HG02153	CDX	EAS	female	1.740772160601196
HG02154	7300	3236	-0.00834216	-60.8978	HG02154	CDX	EAS	female	1.855628020252723
HG02155	7300	3259	-0.00808164	-58.996	HG02155	CDX	EAS	female	3.1842951363431906
HG02156	7300	3179	-0.0083846	-61.2076	HG02156	CDX	EAS	female	1.6391903966514867
HG02164	7300	3233	-0.00826168	-60.3103	HG02164	CDX	EAS	female	2.2660770320852763
HG02165	7300	3217	-0.00824858	-60.2146	HG02165	CDX	EAS	female	2.3329365562254907
HG02166	7300	3255	-0.00845529	-61.7236	HG02166	CDX	EAS	female	1.2786939028547253
HG02178	7300	3220	-0.00843948	-61.6082	HG02178	CDX	EAS	female	1.359316568327878
HG02179	7300	3190	-0.00833458	-60.8424	HG02179	CDX	EAS	female	1.8943324887727624
HG02180	7300	3255	-0.00823671	-60.128	HG02180	CDX	EAS	female	2.3934384871611467
HG02181	7300	3241	-0.0080813	-58.9935	HG02181	CDX	EAS	female	3.1860417278829067
HG02182	7300	3230	-0.00824319	-60.1753	HG02182	CDX	EAS	female	2.360392975229777
HG02184	7300	3234	-0.00788855	-57.5864	HG02184	CDX	EAS	female	4.16909331009497
HG02185	7300	3238	-0.00793608	-57.9334	HG02185	CDX	EAS	female	3.926666404382805
HG02186	7300	3245	-0.00812893	-59.3412	HG02186	CDX	EAS	female	2.943125776539621
HG02187	7300	3229	-0.00828867	-60.5073	HG02187	CDX	EAS	female	2.1284456187558907
HG02188	7300	3256	-0.008199	-59.8527	HG02188	CDX	EAS	female	2.585773147514343
HG02190	7300	3240	-0.00809758	-59.1123	HG02190	CDX	EAS	female	3.103043697915745
HG02215	7300	3280	-0.0085747	-62.5953	HG02215	GBR	EUR	female	0.6696923647875946
HG02219	7300	3276	-0.00863038	-63.0018	HG02219	IBS	EUR	male	0.38569658043026045
HG02220	7300	3266	-0.00883781	-64.516	HG02220	IBS	EUR	female	-0.6721789833431093
HG02221	7300	3246	-0.00864704	-63.1234	HG02221	IBS	EUR	male	0.3007423679386247
HG02223	7300	3281	-0.00874766	-63.8579	HG02223	IBS	EUR	female	-0.21240622642905677
HG02224	7300	3246	-0.00872255	-63.6746	HG02224	IBS	EUR	male	-0.08434613473729795
HG02230	7300	3169	-0.00875321	-63.8984	HG02230	IBS	EUR	female	-0.24070100937240838
HG02231	7300	3219	-0.00885241	-64.6226	HG02231	IBS	EUR	male	-0.7466536465964717
HG02232	7300	3313	-0.00841793	-61.4509	HG02232	IBS	EUR	female	1.4692121080066194
HG02233	7300	3314	-0.0087126	-63.602	HG02233	IBS	EUR	male	-0.03362511642403158
HG02235	7300	3244	-0.00886051	-64.6817	HG02235	IBS	EUR	female	-0.7879430705952875
HG02236	7300	3238	-0.00863695	-63.0497	HG02236	IBS	EUR	male	0.3522318865293605
HG02238	7300	3194	-0.00860901	-62.8458	HG02238	IBS	EUR	male	0.4946838925083556
HG02239	7300	3234	-0.00879873	-64.2307	HG02239	IBS	EUR	female	-0.4728579568310575
HG02250	7300	3249	-0.00842574	-61.5079	HG02250	CDX	EAS	male	1.4293898209011615
HG02252	7300	3304	-0.00809404	-59.0865	HG02252	PEL	AMR	female	3.1210685226055808
HG02253	7300	3286	-0.00875012	-63.8759	HG02253	PEL	AMR	male	-0.22498168551499081
HG02255	7300	3066	-0.00671738	-49.0369	HG02255	ACB	AFR	male	10.142087057605474
HG02256	7300	3129	-0.00715868	-52.2584	HG02256	ACB	AFR	female	7.891429199531307
HG02259	7300	3237	-0.00848218	-61.9199	HG02259	PEL	AMR	male	1.1415515351564602
HG02260	7300	3185	-0.00848475	-61.9387	HG02260	PEL	AMR	female	1.1284171667778193
HG02262	7300	3220	-0.00835177	-60.9679	HG02262	PEL	AMR	male	1.8066535934791683
HG02265	7300	3255	-0.00832285	-60.7568	HG02265	PEL	AMR	male	1.954135783092535
HG02266	7300	3247	-0.00861159	-62.8646	HG02266	PEL	AMR	female	0.48154952412970975
HG02271	7300	3243	-0.00844788	-61.6695	HG02271	PEL	AMR	male	1.3164901437741134
HG02272	7300	3266	-0.00823462	-60.1127	HG02272	PEL	AMR	female	2.404127627384193
HG02274	7300	3220	-0.00812588	-59.3189	HG02274	PEL	AMR	male	2.9587053730738617
HG02275	7300	3226	-0.00821004	-59.9333	HG02275	PEL	AMR	female	2.5294630362739934
HG02277	7300	3297	-0.00826237	-60.3153	HG02277	PEL	AMR	male	2.262583849005849
HG02278	7300	3297	-0.00844534	-61.651	HG02278	PEL	AMR	female	1.3294149211679867
HG02281	7300	3054	-0.00581618	-42.4581	HG02281	ACB	AFR	male	14.73827762619102
HG02282	7300	3100	-0.00713434	-52.0807	HG02282	ACB	AFR	female	8.015576926174107
HG02283	7300	3069	-0.00666212	-48.6335	HG02283	ACB	AFR	male	10.423917068453566
HG02284	7300	3111	-0.00491612	-35.8877	HG02284	ACB	AFR	male	19.32859964720313
HG02285	7300	3245	-0.00831845	-60.7247	HG02285	PEL	AMR	male	1.9765620184624497
HG02286	7300	3275	-0.00808451	-59.0169	HG02286	PEL	AMR	female	3.1696936310711914
HG02291	7300	3221	-0.00789105	-57.6047	HG02291	PEL	AMR	male	4.156308260024268
HG02292	7300	3254	-0.00837393	-61.1297	HG02292	PEL	AMR	female	1.6936141890289433
HG02298	7300	3271	-0.00853248	-62.2871	HG02298	PEL	AMR	female	0.8850121698034125
HG02299	7300	3188	-0.00841334	-61.4174	HG02299	PEL	AMR	male	1.4926164346387711
HG02301	7300	3191	-0.00827541	-60.4105	HG02301	PEL	AMR	female	2.196073643173579
HG02304	7300	3195	-0.00822655	-60.0538	HG02304	PEL	AMR	male	2.445277324059827
HG02307	7300	3153	-0.00709455	-51.7902	HG02307	ACB	AFR	male	8.218530863088759
HG02308	7300	3154	-0.00745867	-54.4483	HG02308	ACB	AFR	female	6.361484874404309
HG02309	7300	3087	-0.00636003	-46.4282	HG02309	ACB	AFR	female	11.964620397465197
HG02312	7300	3263	-0.00859468	-62.7412	HG02312	PEL	AMR	female	0.5677612825299458
HG02314	7300	3057	-0.00670725	-48.9629	HG02314	ACB	AFR	male	10.193786167180981
HG02315	7300	3100	-0.00737037	-53.8037	HG02315	ACB	AFR	female	6.81182603700391
HG02317	7300	3123	-0.00650925	-47.5175	HG02317	ACB	AFR	male	11.203595531781447
HG02318	7300	3090	-0.00738462	-53.9077	HG02318	ACB	AFR	female	6.73916782895185
HG02322	7300	3122	-0.00691929	-50.5108	HG02322	ACB	AFR	female	9.112366549452279
HG02323	7300	3055	-0.00624618	-45.5971	HG02323	ACB	AFR	male	12.545257288927385
HG02325	7300	3062	-0.00682592	-49.8292	HG02325	ACB	AFR	female	9.588557266839633
HG02330	7300	3093	-0.00704545	-51.4318	HG02330	ACB	AFR	male	8.468922226222011
HG02332	7300	3095	-0.00646445	-47.1905	HG02332	ACB	AFR	male	11.432049705175906
HG02334	7300	3140	-0.00719433	-52.5186	HG02334	ACB	AFR	male	7.70964395207798
HG02337	7300	3130	-0.00716963	-52.3383	HG02337	ACB	AFR	female	7.835608133922083
HG02339	7300	3065	-0.00697432	-50.9125	HG02339	ACB	AFR	female	8.831724220851196
HG02343	7300	3100	-0.00779695	-56.9177	HG02343	ACB	AFR	male	4.636271615137399
HG02345	7300	3175	-0.00851055	-62.127	HG02345	PEL	AMR	female	0.9968638920066327
HG02348	7300	3209	-0.00833445	-60.8415	HG02348	PEL	AMR	female	1.894961261727055
HG02351	7300	3233	-0.00832163	-60.7479	HG02351	CDX	EAS	male	1.9603536489739113
HG02353	7300	3251	-0.00808145	-58.9946	HG02353	CDX	EAS	male	3.1852732276054323
HG02355	7300	3265	-0.00845675	-61.7343	HG02355	CDX	EAS	male	1.2712184910647537
HG02356	7300	3268	-0.00810716	-59.1823	HG02356	CDX	EAS	male	3.0541391348037807
HG02360	7300	3245	-0.00830278	-60.6103	HG02360	CDX	EAS	male	2.056486047319714
HG02364	7300	3220	-0.00820073	-59.8653	HG02364	CDX	EAS	male	2.57697032615419
HG02367	7300	3200	-0.00843859	-61.6017	HG02367	CDX	EAS	male	1.3638577063311286
HG02371	7300	3235	-0.00815527	-59.5335	HG02371	CDX	EAS	male	2.8087779553049
HG02373	7300	3213	-0.00819544	-59.8267	HG02373	CDX	EAS	male	2.6039376995273558
HG02374	7300	3222	-0.00805716	-58.8173	HG02374	CDX	EAS	male	3.309141499601875
HG02375	7300	3185	-0.00830103	-60.5975	HG02375	CDX	EAS	male	2.0654285960030485
HG02379	7300	3235	-0.00770788	-56.2675	HG02379	CDX	EAS	male	5.090525142785959
HG02380	7300	3219	-0.00835886	-61.0197	HG02380	CDX	EAS	male	1.770464216776315
HG02382	7300	3165	-0.00832244	-60.7538	HG02382	CDX	EAS	male	1.9562316929401906
HG02383	7300	3252	-0.00852359	-62.2222	HG02383	CDX	EAS	male	0.9303536861743629
HG02384	7300	3244	-0.00822523	-60.0442	HG02384	CDX	EAS	male	2.451984235572329
